entidad_a,numeral,nombre1,cafuaftt,cafuaf1,cafuaf2,cafuaf3,cafuaf4,cafuaf5,cafuaf6,cafuaf7,cafuaf8,cafuaf9,cafuaf10,cafuaf11,cafuaf12,cafuaf13,cafuaf14,cafuaf15,cafuaf16,cafuaf17,cafuaf18
1,11,UNIDAD DE DETENIDOS,13,5,8,0,0,2,4,3,4,0,0,0,0,0,0,0,0,NA,NA
1,12,UNIDAD DE EXHORTOS,4,3,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,NA,NA
1,13,UNIDAD DE INVESTIGACIONES FORÁNEAS OFICINA CENTRAL PABELLÓN DE ARTEAGA,6,3,3,0,0,1,2,1,1,0,0,0,0,0,0,1,0,NA,NA
1,14,UNIDAD DE INVESTIGACIONES FORÁNEAS OFICINA ASIENTOS,3,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA
1,15,UNIDAD DE INVESTIGACIONES FORÁNEAS OFICINA CALVILLO,5,3,2,0,0,1,1,2,1,0,0,0,0,0,0,0,0,NA,NA
1,16,UNIDAD DE INVESTIGACIONES FORÁNEAS OFICINA COSÍO,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA
1,17,UNIDAD DE INVESTIGACIONES FORÁNEAS OFICINA EL LLANO,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA
1,18,UNIDAD DE INVESTIGACIONES FORÁNEAS OFICINA JESÚS MARÍA,10,3,7,0,0,3,2,0,5,0,0,0,0,0,0,0,0,NA,NA
1,19,UNIDAD DE INVESTIGACIONES FORÁNEAS OFICINA RINCÓN DE ROMOS,5,1,4,0,0,1,2,0,2,0,0,0,0,0,0,0,0,NA,NA
1,20,UNIDAD DE INVESTIGACIONES FORÁNEAS OFICINA SAN FRANCISCO DE LOS ROMO,6,2,4,0,0,1,2,1,2,0,0,0,0,0,0,0,0,NA,NA
1,21,UNIDAD DE INVESTIGACIONES FORÁNEAS OFICINA SAN JOSÉ DE GRACIA,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA
1,22,UNIDAD DE INVESTIGACIONES FORÁNEAS OFICINA TEPEZALÁ,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1,23,UNIDAD DE PROCESOS DEL SISTEMA TRADICIONAL,21,4,17,0,0,2,3,1,13,0,0,0,0,0,0,1,1,NA,NA
1,24,UNIDAD DE TRÁMITE COMÚN,35,10,25,0,0,5,8,5,16,0,0,0,0,0,0,0,1,NA,NA
1,25,UNIDAD DEL SISTEMA INTEGRAL DE JUSTICIA PENAL PARA ADOLESCENTES,7,3,4,0,0,1,2,1,2,0,0,0,0,0,0,1,0,NA,NA
1,26,"UNIDAD ESPECIALIZADA EN INVESTIGACIÓN DE DELITOS SEXUALES, JUSTICIA FAMILIAR Y GÉNERO",31,0,31,0,0,0,12,0,11,0,0,0,0,0,0,0,8,NA,NA
1,27,"UNIDAD ESPECIALIZADA EN INVESTIGACIÓN DE DELITOS SEXUALES, JUSTICIA FAMILIAR Y GÉNERO OFICINA DIF ESTATAL",2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA
1,28,"UNIDAD ESPECIALIZADA EN INVESTIGACIÓN DE DELITOS SEXUALES, JUSTICIA FAMILIAR Y GÉNERO OFICINA PABELLÓN DE ARTEAGA",3,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,NA,NA
1,29,UNIDAD ESPECIALIZADA EN COMBATE AL NARCOMENUDEO,18,16,2,0,0,8,0,7,2,0,0,0,0,0,0,1,0,NA,NA
1,30,UNIDAD ESPECIALIZADA EN INVESTIGACIÓN DE ROBOS,24,9,15,0,0,6,5,2,10,0,0,0,0,0,0,1,0,NA,NA
1,31,UNIDAD ESPECIALIZADA EN COMBATE AL ROBO DE VEHÍCULO,21,9,12,0,0,4,2,4,10,0,0,0,0,0,0,1,0,NA,NA
1,32,UNIDAD ESPECIALIZADA EN COMBATE AL SECUESTRO,9,5,4,0,0,2,1,3,2,0,0,0,0,0,0,0,1,NA,NA
1,33,UNIDAD ESPECIALIZADA EN INVESTIGACIÓN DE HOMICIDIOS,13,10,3,0,0,5,1,4,1,0,0,0,0,0,0,1,1,NA,NA
1,34,UNIDAD ESPECIALIZADA EN INVESTIGACIÓN DE ROBO DE GANADO,4,3,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,NA,NA
1,35,DIRECCIÓN DE PROCESOS DEL SISTEMA TRADICIONAL EN AGUASCALIENTES,8,2,6,0,0,2,4,0,2,0,0,0,0,0,0,0,0,NA,NA
1,36,DIRECCIÓN DE PROCESOS DEL SISTEMA TRADICIONAL EN JESÚS MARÍA,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA
1,37,DIRECCIÓN DE PROCESOS DEL SISTEMA TRADICIONAL EN PABELLÓN DE ARTEAGA,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA
1,38,DIRECCIÓN DE PROCESOS DEL SISTEMA TRADICIONAL AGENCIA RINCÓN DE ROMOS,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA
1,39,DIRECCIÓN DE LITIGACIÓN EN AGUASCALIENTES,28,9,19,0,0,4,12,5,6,0,0,0,0,0,0,0,1,NA,NA
1,40,DIRECCIÓN DE LITIGACIÓN EN CALVILLO,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA
1,41,DIRECCIÓN DE LITIGACIÓN AGENCIA JESÚS MARÍA,3,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,NA,NA
1,42,DIRECCIÓN DE LITIGACIÓN EN PABELLÓN DE ARTEAGA,4,3,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,NA,NA
1,43,DIRECCIÓN DE LITIGACIÓN ESPECIALIZADA EN ASUNTOS DE ADOLESCENTES,4,0,4,0,0,0,3,0,1,0,0,0,0,0,0,0,0,NA,NA
1,44,"DIRECCIÓN DE LO CIVIL, FAMILIAR Y MERCANTIL",7,1,6,0,0,0,4,1,1,0,0,0,0,0,0,0,1,NA,NA
1,999,NO ESPECIFICADO,,,,,,,,,,,,,,,,,,,
2,1,UNIDAD DE INVESTIGACIÓN DE DELITOS CONTRA LA VIDA ENSENADA,9,3,6,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,1
2,2,UNIDAD DE INVESTIGACIÓN DE DELITOS CONTRA LA VIDA MEXICALI,12,6,6,0,0,4,2,2,3,0,0,0,0,0,0,0,1,0,0
2,3,UNIDAD DE INVESTIGACION DE DELITOS CONTRA LA VIDA ROSARITO,4,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2,4,UNIDAD DE INVESTIGACION DE DELITOS CONTRA LA VIDA TECATE,4,1,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
2,5,UNIDAD DE INVESTIGACION DE DELITOS CONTRA LA VIDA TIJUANA,37,16,21,1,0,7,6,8,11,0,0,0,0,0,0,0,2,0,2
2,6,FISCALÍA ESPECIALIZADA PARA ADOLESCENTES ZONA ENSENADA,4,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0
2,7,FISCALÍA ESPECIALIZADA PARA ADOLESCENTES ZONA MEXICALI,32,14,18,0,0,4,5,2,6,0,0,0,0,0,0,5,5,3,2
2,8,FISCALÍA ESPECIALIZADA PARA ADOLESCENTES ZONA TIJUANA,12,4,8,0,1,0,3,4,3,0,0,0,0,0,0,0,1,0,0
2,9,UNIDAD DE INVESTIGACIÓN ESPECIALIZADA EN DELITOS SEXUALES ENSENADA,10,0,10,0,0,0,3,0,5,0,0,0,0,0,0,0,1,0,1
2,10,UNIDAD DE INVESTIGACIÓN ESPECIALIZADA EN DELITOS SEXUALES MEXICALI,20,1,19,0,0,0,8,0,6,0,0,0,0,0,0,0,2,1,3
2,11,UNIDAD DE INVESTIGACIÓN ESPECIALIZADA EN DELITOS SEXUALES ORIENTE MEXICALI,9,0,9,0,0,0,3,0,4,0,0,0,0,0,0,0,1,0,1
2,12,UNIDAD DE TRATA DE PERSONAS MEXICALI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13,UNIDAD DE INVESTIGACIÓN ESPECIALIZADA EN DELITOS SEXUALES ROSARITO,4,0,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
2,14,UNIDAD DE INVESTIGACIÓN ESPECIALIZADA EN DELITOS SEXUALES TECATE,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
2,15,UNIDAD DE INVESTIGACIÓN ESPECIALIZADA EN DELITOS SEXUALES TIJUANA,24,6,18,0,1,1,7,2,5,0,0,0,2,0,1,1,2,2,0
2,16,UNIDAD DE TRATA DE PERSONAS TIJUANA,4,1,3,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
2,17,UNIDAD DE INVESTIGACION DE DELITOS DE VIOLENCIA FAMILIAR CENTRO,5,0,5,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
2,18,UNIDAD DE INVESTIGACION DE DELITOS DE VIOLENCIA FAMILIAR MATAMOROS,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,19,UNIDAD DE INVESTIGACION DE DELITOS DE VIOLENCIA FAMILIAR MESA,3,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
2,20,UNIDAD DE INVESTIGACION DE NARCOMENUDEO ENSENADA,6,4,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0
2,21,UNIDAD DE INVESTIGACION DE NARCOMENUDEO MEXICALI,11,9,2,0,0,3,0,4,2,0,0,0,0,0,0,2,0,0,0
2,22,UNIDAD DE INVESTIGACION DE NARCOMENUDEO TIJUANA,23,14,9,1,0,8,2,4,6,0,0,0,0,1,0,0,0,0,1
2,23,UNIDAD DE TRAMITACION MASIVA DE CAUSAS ENSENADA,8,2,6,0,0,2,1,0,4,0,0,0,0,0,0,0,1,0,0
2,24,UIE DELITOS CONTRA LAS PERSONAS Y SU LIBERTAD ENSENADA,4,1,3,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0
2,25,UIE DE DELITOS PATRIMONIALES ENSENADA,8,1,7,0,0,1,1,0,5,0,0,0,0,0,0,0,1,0,0
2,26,UIE DELITOS ROBO ENSENADA,9,3,6,0,0,3,0,0,4,0,0,0,0,0,0,0,2,0,0
2,27,UNIDAD DE INVESTIGACION CON DETENIDO ENSENADA,12,7,5,0,0,5,1,2,4,0,0,0,0,0,0,0,0,0,0
2,28,UNIDAD DE INVESTIGACION SIN DETENIDO SAN QUINTIN,20,9,11,0,0,2,1,3,1,0,0,1,3,1,0,1,4,1,2
2,29,UNIDAD DE INVESTIGACION VALLE DE LA TRINIDAD,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
2,30,UNIDAD DE INVESTIGACION ESPECIALIZADA SIN DETENIDO MANEADERO,12,4,8,0,0,2,2,2,2,0,0,0,0,0,2,0,2,0,0
2,31,UNIDAD DE INVESTIGACION ROBO DE VEHICULOS ENSENADA,14,4,10,0,0,2,3,2,4,0,0,0,0,0,0,0,3,0,0
2,32,UNIDAD DE INVESTIGACION SIN DETENIDO FRANCISCO ZARCO,4,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
2,33,UNIDAD DE INVESTIGACION BAHIA DE LOS ANGELES,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2,34,AGENCIA DEL MINISTERIO PUBLICO SISTEMA TRADICIONAL ENSENADA,20,8,12,0,0,3,3,2,2,0,0,0,0,0,0,3,7,0,0
2,35,UNIDAD DE INVESTIGACION ISLA DE CEDROS,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2,36,UNIDAD DE INVESTIGACION DE DELITOS CONTRA LAS PERSONAS Y SU LIBERTAD,28,15,13,0,0,2,2,0,6,0,0,0,0,10,5,3,0,0,0
2,37,UNIDAD DE INVESTIGACION DE ROBO DE VEHICULO MEXICALI,61,42,19,0,0,6,5,7,5,0,0,0,0,28,5,1,4,0,0
2,38,UNIDAD DE INVESTIGACION DE ROBOS MEXICALI,47,33,14,0,0,3,2,5,3,0,0,0,0,23,6,1,3,1,0
2,39,"UNIDAD DE INVESTIGACION DE DELITOS CONTRA EL PATRIMONIO, SOCIEDAD, ESTADO Y JUSTICIA MEXICALI",32,20,12,0,0,3,5,5,4,0,0,0,0,11,2,1,1,0,0
2,40,UNIDAD DE INVESTIGACION CON DETENIDO PONIENTE MEXICALI,76,46,30,0,0,5,7,10,14,0,0,1,1,29,6,1,2,0,0
2,41,UNIDAD DE INVESTIGACION DE ROBOS ORIENTE MEXICALI,29,23,6,0,0,1,0,1,3,0,0,0,0,20,2,1,1,0,0
2,42,UNIDAD DE INVESTIGACION DE ROBO DE VEHICULO ORIENTE MEXICALI,16,10,6,0,0,1,0,0,2,0,0,0,0,9,3,0,1,0,0
2,43,UNIDAD DE INVESTIGACION DE ROBO CON DETENIDO ORIENTE MEXICALI,79,41,38,0,0,7,10,3,11,0,0,0,1,23,4,7,9,1,3
2,44,UNIDAD DE INVESTIGACION FORANEA CIUDAD MORELOS MEXICALI,43,28,15,0,0,2,3,4,4,0,0,1,0,18,4,2,4,1,0
2,45,UNIDAD DE INVESTIGACION FORANEA GUADALUPE VICTORIA MEXICALI,42,25,17,0,0,4,1,4,2,0,0,1,1,13,4,2,6,1,3
2,46,UNIDAD DE INVESTIGACION FORANEA SAN FELIPE MEXICALI,25,19,6,0,0,3,1,2,1,0,0,2,1,11,1,0,2,1,0
2,47,AGENCIA DEL MINISTERIO PUBLICO SISTEMA TRADICIONAL MEXICALI,22,14,8,0,0,6,3,3,1,0,0,0,0,0,0,3,4,2,0
2,48,UNIDAD DE TRAMITACION MASIVA DE CAUSAS MEXICALI,41,23,18,0,0,4,5,3,6,0,0,0,0,13,2,3,5,0,0
2,49,UNIDAD DE INVESTIGACION ESPECIALIZADA EN ROBO DE VEHICULOS ROSARITO,3,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2,50,UNIDAD DE INVESTIGACION ESPECIALIZADA CON DETENIDOS ROSARITO,4,1,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
2,51,AGENCIA DE MINISTERIO PUBLICO SISTEMA TRADICIONAL ROSARITO,7,4,3,0,0,2,1,1,2,0,0,0,0,0,0,0,0,1,0
2,52,UNIDAD DE TRAMITACION MASIVA DE CAUSAS ROSARITO,3,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
2,53,UNIDAD DE INVESTIGACION ESPECIALIZADA EN DELITOS PATRIMONIALES ROSARITO,3,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,54,UNIDAD DE INVESTIGACION DE HOMICIDIOS CULPOSOS ROSARITO,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2,55,UNIDAD DE INVESTIGACION ESPECIALIZADA EN ROBOS ROSARITO,3,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,56,UNIDAD DE INVESTIGACION DE DELITOS CONTRA LAS PERSONAS Y SU LIBERTAD TECATE,4,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
2,57,"UNIDAD DE INVESTIGACION DE DELITOS CONTRA EL PATRIMONIO, SOCIEDAD, EL ESTADO Y LA ADMINISTRACION DE JUSTICIA TECATE",9,2,7,0,0,1,1,0,3,0,0,0,0,0,0,1,2,0,1
2,58,UNIDAD DE INVESTIGACION CONTRA ROBOS TECATE,5,2,3,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0
2,59,UNIDAD DE INVESTIGACION CON DETENIDO TECATE,9,7,2,0,0,3,0,2,2,0,0,0,0,0,0,1,0,1,0
2,60,UNIDAD DE INVESTIGACION SIN DETENIDO TECATE,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,61,UNIDAD DE TRAMITACION MASIVA DE CAUSAS TECATE,5,3,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0
2,62,AGENCIA DEL MINISTERIO PUBLICO SISTEMA TRADICIONAL TECATE,8,3,5,0,0,0,1,1,0,0,0,0,0,0,0,1,3,1,1
2,63,UNIDAD DE INVESTIGACION ESPECIALIZADA EN ROBOS ZONA CENTRO TIJUANA,11,1,10,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0
2,64,UNIDAD DE INVESTIGACION ESPECIALIZADA EN ROBOS ZONA LA MESA,6,4,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0
2,65,UNIDAD DE INVESTIGACION ESPECIALIZADA EN ROBOS ZONA MARIANO MATAMOROS,4,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
2,66,UNIDAD DE INVESTIGACION ZONA CENTRO,25,8,17,0,0,4,3,2,10,0,0,0,0,0,1,1,3,1,0
2,67,UNIDAD DE TRAMITACION MASIVA DE CAUSAS ZONA CENTRO,5,1,4,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0
2,68,UNIDAD DE INVESTIGACION ZONA LA MESA,24,14,10,0,0,6,3,7,4,0,0,0,0,0,0,1,2,0,1
2,69,UNIDAD DE TRAMITACION MASIVA DE CAUSAS ZONA LA MESA,7,0,7,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0
2,70,UNIDAD DE INVESTIGACION ZONA MARIANO MATAMOROS,15,4,11,0,0,2,5,2,5,0,0,0,0,0,0,0,1,0,0
2,71,UNIDAD DE TRAMITACION MASIVA DE CAUSAS ZONA MARIANO MATAMOROS,6,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1
2,72,UNIDAD DE INVESTIGACION DE ROBO DE VEHICULOS TIJUANA,20,11,9,0,0,4,3,3,4,0,0,0,0,0,0,1,1,3,1
2,73,UNIDAD DE INVESTIGACIÓN ESPECALIZADA EN DELITOS PATRIMONIALES TIJUANA,18,9,9,0,0,4,3,3,2,0,0,0,0,0,0,0,3,2,1
2,74,UNIDAD DE INVESTIGACIÓN CON DETENIDO TIJUANA,25,10,15,0,0,3,5,6,8,0,0,0,0,0,0,0,2,1,0
2,75,AGENCIA DE MINISTERIO PUBLICO SISTEMA TRADICIONAL TIJUANA,50,10,40,0,0,2,14,4,9,0,0,0,0,0,0,2,15,2,2
2,76,UNIDAD DE INVESTIGACION DE TORTURA ENSENADA,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,77,UNIDAD DE INVESTIGACION DE TORTURA MEXICALI,5,1,4,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0
2,78,UNIDAD DE INVESTIGACION DE TORTURA TECATE,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,79,UNIDAD DE INVESTIGACION DE TORTURA TIJUANA,10,6,4,1,0,2,1,3,2,0,0,0,0,0,0,0,1,0,0
2,80,UNIDAD ESTATAL DE BUSQUEDA DE PERSONAS NO LOCALIZADAS ENSENADA,3,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,81,UNIDAD ESTATAL DE BUSQUEDA DE PERSONAS NO LOCALIZADAS MEXICALI,6,2,4,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0
2,82,UNIDAD ESTATAL CONTRA EL SECUESTRO MEXICALI,9,4,5,0,0,4,0,0,3,0,0,0,0,0,0,0,2,0,0
2,83,UNIDAD ESTATAL CONTRA EL SECUESTRO TIJUANA,19,10,9,1,0,6,4,1,2,0,0,0,0,0,0,2,3,0,0
2,84,UNIDAD ESTATAL DE BUSQUEDA DE PERSONAS NO LOCALIZADAS TIJUANA,6,1,5,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1
2,85,MODULO DE JUSTICIA ALTERNATIVA ENSENADA (NOVENA),25,9,16,0,0,4,7,0,0,0,0,0,0,0,0,1,2,4,7
2,86,MODULO DE JUSTICIA ALTERNATIVA MANEADERO,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,87,MODULO DE JUSTICIA ALTERNATIVA SAN QUINTIN,5,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0
2,88,MODULO DE JUSTICIA ALTERNATIVA PRADERAS DEL CIPRES,9,1,8,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,6
2,89,CENTRO DE JUSTICIA ORIENTE (SEJAP),11,6,5,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,3
2,90,CENTRO DE JUSTICIA RIO NUEVO,36,15,21,0,0,5,5,0,0,0,0,0,0,0,0,2,2,8,14
2,91,MODULO DE JUSTICIA ALTERNATIVA ANAHUAC,20,8,12,0,0,5,6,0,0,0,0,0,0,0,0,1,0,2,6
2,92,MODULO DE JUSTICIA ALTERNATIVA CIUDAD MORELOS,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,93,MODULO DE JUSTICIA ALTERNATIVA  GUADALUPE VICTORIA,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2,94,MODULO DE JUSTICIA ALTERNATIVA SAN FELIPE,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,95,MODULO DE JUSTICIA ALTERNATIVA PLAYAS DE ROSARITO,4,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2,96,CENTRO DE JUSTICIA ALTERNATIVA TECATE,7,4,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,2
2,97,MODULO DE JUSTICIA ALTERNATIVA MARIANO MATAMOROS TIJUANA,12,4,8,0,0,1,5,0,0,0,0,0,0,0,0,0,0,3,3
2,98,MODULO DE JUSTICIA ALTERNATIVA LA MESA,50,25,25,0,0,11,9,0,0,0,0,0,0,0,0,4,3,10,13
2,99,UNIDAD DE INVESTIGACION PARALELO 28,3,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,100,SISTEMA DE JUSTICIA ALTERNATIVA PENAL (WORLD TRADE CENTER),12,3,9,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,6
2,999,NO ESPECIFICADO,,,,,,,,,,,,,,,,,,,
3,1,"UNIDAD ESPECIALIZADA EN JUSTICIA PARA ADOLESCENTES, LA PAZ, B.C.S.",5,2,3,0,0,1,1,0,1,0,0,0,0,1,1,0,0,NA,NA
3,2,"UNIDAD ESPECIALIZADA EN INVESTIGACION DE ROBO DE VEHICULOS Y SU JUDICIALIZACION, LA PAZ, B.C.S.",13,9,4,0,0,1,1,0,1,0,0,0,0,7,1,1,1,NA,NA
3,3,UNIDAD ESPECIALIZADA EN INVESTIGACION DE DELITOS COMETIDOS CON MOTIVO DEL TRANSITO VEHICULAR Y SU JUDICIALIZACION,4,3,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,NA,NA
3,4,"UNIDAD ESPECIALIZADA EN LA INVESTIGACION DE ROBOS Y SU JUDICIALIZACION, LA PAZ, B.C.S.",14,9,5,0,0,0,2,3,0,0,0,0,0,6,3,0,0,NA,NA
3,5,"UNIDAD DE IMPUTADO DESCONOCIDO, LA PAZ, B.C.S.",25,16,9,0,0,2,1,0,2,0,0,0,0,14,6,0,0,NA,NA
3,6,"UNIDAD DE TRAMITACION MASIVA DE CASOS, LA PAZ, B.C.S.",30,16,14,0,0,1,4,1,6,0,0,0,0,12,2,2,2,NA,NA
3,7,"UNIDAD ESPECIALIZADA EN LA ATENCION A PERSONAS DETENIDAS, LA PAZ, B.C.S.",8,6,2,0,0,2,1,2,1,0,0,0,0,2,0,0,0,NA,NA
3,8,"UNIDAD ESPECIALIZADA EN INVESTIGACION DE DELITOS PATRIMONIALES Y SU JUDICIALIZACION, LA PAZ, B.C.S.",6,4,2,0,0,1,1,0,1,0,0,0,0,3,0,0,0,NA,NA
3,9,"UNIDAD ESPECIALIZADA EN DELITOS DIVERSOS Y SU JUDICIALIZACION, LA PAZ, B.C.S.",7,5,2,0,0,1,1,0,0,0,0,0,0,2,0,2,1,NA,NA
3,10,"UNIDAD ESPECIALIZADA EN LA INVESTIGACION DE DELITOS COMETIDOS POR SERVIDORES PUBLICOS EN MATERIA DE PREVENCION, PROCURACION Y ADMINISTRACION DE JUSTICIA, LA PAZ, B.C.S.",6,4,2,0,0,1,0,0,0,0,0,0,0,2,0,1,2,NA,NA
3,11,UNIDAD DE EXHORTOS Y COLABORACIONES,8,1,7,0,0,0,1,0,0,0,0,0,0,0,0,1,6,NA,NA
3,12,"AGENCIA DEL MINISTERIO PUBLICO DEL FUERO COMUN INVESTIGADOR, SISTEMA TRADICIONAL, LA PAZ, B.C.S.",6,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1,4,NA,NA
3,13,"AGENCIA DEL MINISTERIO PUBLICO ADSCRITA A LOS JUZGADOS PENALES, LA PAZ, B.C.S.",8,4,4,0,0,2,1,0,0,0,0,0,0,0,0,2,3,NA,NA
3,14,"AGENCIA DEL MINISTERIO PUBLICO ADSCRITA AL H. TRIBUNAL SUPERIOR DE JUSTICIA, LA PAZ, B.C.S.",2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA
3,15,"UNIDAD ESPECIALIZADA EN INVESTIGACION Y JUDICIALIZACION CON RESIDENCIA EN TODOS SANTOS, B.C.S.",7,2,5,0,0,0,1,0,1,0,0,0,0,2,1,0,2,NA,NA
